address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
4878 Abbott Rd,Lynwood,CA,90262,NA,NA,NA,NA,1790,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4878-Abbott-Rd-Lynwood-CA-90262/114411865_zpid/
Bullis Rd,Lynwood,CA,90262,NA,NA,NA,NA,136,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127022106_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
11107 Virginia Ave,Lynwood,CA,90262,NA,NA,NA,NA,865,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/11107-Virginia-Ave-Lynwood-CA-90262/21021632_zpid/
4225 Fernwood Ave APT A,Lynwood,CA,90262,NA,NA,NA,NA,458,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4225-Fernwood-Ave-APT-A-Lynwood-CA-90262/21019161_zpid/
3737 Lilita St,Lynwood,CA,90262,615000,NA,NA,NA,196,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3737-Lilita-St-Lynwood-CA-90262/21011018_zpid/
11468 Copeland St,Lynwood,CA,90262,595000,NA,NA,NA,37,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11468-Copeland-St-Lynwood-CA-90262/21010876_zpid/
12526 Long Beach Blvd,Lynwood,CA,90262,499000,NA,NA,NA,342,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/12526-Long-Beach-Blvd-Lynwood-CA-90262/82869722_zpid/
Pope Ave,Lynwood,CA,90262,NA,NA,NA,NA,23,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/212496164_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Louise St,Lynwood,CA,90262,NA,NA,NA,NA,184,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985796_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Alma Ave,Lynwood,CA,90262,NA,NA,NA,NA,113,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985859_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
California Ave,Lynwood,CA,90262,NA,NA,NA,NA,179,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135985869_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2930 Tweedy Blvd,South Gate,CA,90280,515900,NA,NA,NA,3,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/2930-Tweedy-Blvd-South-Gate-CA-90280/21026963_zpid/
8676 State St,South Gate,CA,90280,799000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8676-State-St-South-Gate-CA-90280/2112146048_zpid/
9324 Virginia Ave,South Gate,CA,90280,560000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9324-Virginia-Ave-South-Gate-CA-90280/21028676_zpid/
2920 Santa Ana St # 1,South Gate,CA,90280,650000,NA,NA,NA,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2920-Santa-Ana-St-1-South-Gate-CA-90280/2094131780_zpid/
2920 Santa Ana St # 2,South Gate,CA,90280,650000,NA,NA,NA,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2920-Santa-Ana-St-2-South-Gate-CA-90280/2094131778_zpid/
2920 Santa Ana St # 3,South Gate,CA,90280,650000,NA,NA,NA,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2920-Santa-Ana-St-3-South-Gate-CA-90280/2094131776_zpid/
2920 Santa Ana St # 4,South Gate,CA,90280,650000,NA,NA,NA,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2920-Santa-Ana-St-4-South-Gate-CA-90280/2094131777_zpid/
2715 Missouri Ave,South Gate,CA,90280,679900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2715-Missouri-Ave-South-Gate-CA-90280/21026017_zpid/
8924 Mcnerney Ave,South Gate,CA,90280,775000,NA,NA,NA,32,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8924-Mcnerney-Ave-South-Gate-CA-90280/21033678_zpid/
San Juan Ave,South Gate,CA,90280,NA,NA,NA,NA,486,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116880894_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8983 San Gabriel Ave,South Gate,CA,90280,NA,NA,NA,NA,834,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8983-San-Gabriel-Ave-South-Gate-CA-90280/21029110_zpid/
8990 Garden View Ave,South Gate,CA,90280,NA,NA,NA,NA,7403,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8990-Garden-View-Ave-South-Gate-CA-90280/21025179_zpid/
Deeble St,South Gate,CA,90280,NA,NA,NA,NA,163,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127013127_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9924 San Anselmo Ave,South Gate,CA,90280,NA,NA,NA,NA,438,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9924-San-Anselmo-Ave-South-Gate-CA-90280/21026977_zpid/
8918 Tope Ave,South Gate,CA,90280,NA,NA,NA,NA,451,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8918-Tope-Ave-South-Gate-CA-90280/21025630_zpid/
8931 Annetta Ave,South Gate,CA,90280,NA,NA,NA,NA,1761,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8931-Annetta-Ave-South-Gate-CA-90280/21033466_zpid/
Mountain View Ave,South Gate,CA,90280,NA,NA,NA,NA,170,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127013128_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9641 Victoria Ave,South Gate,CA,90280,NA,NA,NA,NA,88,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9641-Victoria-Ave-South-Gate-CA-90280/21028436_zpid/
Ardmore Ave,South Gate,CA,90280,NA,NA,NA,NA,110,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126744771_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2604 Missouri Ave,South Gate,CA,90280,548888,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2604-Missouri-Ave-South-Gate-CA-90280/21026053_zpid/
9723 Dearborn Ave,South Gate,CA,90280,399900,NA,NA,NA,53,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9723-Dearborn-Ave-South-Gate-CA-90280/21028301_zpid/
9331 California Ave,South Gate,CA,90280,520000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9331-California-Ave-South-Gate-CA-90280/21028667_zpid/
8604 San Miguel Ave,South Gate,CA,90280,540000,NA,NA,NA,44,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8604-San-Miguel-Ave-South-Gate-CA-90280/21028858_zpid/
10505 State St,South Gate,CA,90280,565000,NA,NA,NA,52,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10505-State-St-South-Gate-CA-90280/21027494_zpid/
10505 State St # 1,South Gate,CA,90280,550000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10505-State-St-1-South-Gate-CA-90280/2094388193_zpid/
10505 State St # 3,South Gate,CA,90280,550000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10505-State-St-3-South-Gate-CA-90280/2094388195_zpid/
8461 Cypress Ave,South Gate,CA,90280,525000,NA,NA,NA,116,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8461-Cypress-Ave-South-Gate-CA-90280/21029961_zpid/
9322 Madison Ave,South Gate,CA,90280,645000,NA,NA,NA,140,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9322-Madison-Ave-South-Gate-CA-90280/21026900_zpid/
3201 Liberty Blvd,South Gate,CA,90280,639000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3201-Liberty-Blvd-South-Gate-CA-90280/21029682_zpid/
10505 State St # 2,South Gate,CA,90280,550000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10505-State-St-2-South-Gate-CA-90280/2094388194_zpid/
8156 State St,South Gate,CA,90280,614999,NA,NA,NA,92,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/8156-State-St-South-Gate-CA-90280/2097834864_zpid/
Elizabeth Ave,South Gate,CA,90280,NA,NA,NA,NA,289,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125083081_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3107 Santa Ana St,South Gate,CA,90280,1150000,NA,NA,NA,74,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3107-Santa-Ana-St-South-Gate-CA-90280/2094668003_zpid/
Chestnut Ave # C,South Gate,CA,90280,NA,NA,NA,NA,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985789_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Glenwood Pl,South Gate,CA,90280,NA,NA,NA,NA,383,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985806_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Evergreen Ave,South Gate,CA,90280,NA,NA,NA,NA,85,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135985882_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Illinois Ave,South Gate,CA,90280,NA,NA,NA,NA,169,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135985911_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Virginia Ave,South Gate,CA,90280,NA,NA,NA,NA,68,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135985944_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Glenwood Pl,South Gate,CA,90280,NA,NA,NA,NA,214,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985961_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
San Gabriel Ave,South Gate,CA,90280,NA,NA,NA,NA,667,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014169_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Liberty Blvd,South Gate,CA,90280,NA,NA,NA,NA,108,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/136014205_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Duncan Way,South Gate,CA,90280,NA,NA,NA,NA,206,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014249_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
California Ave,South Gate,CA,90280,NA,NA,NA,NA,44,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154091205_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
150 La Porte St,Arcadia,CA,91006,780000,NA,NA,NA,62,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-La-Porte-St-Arcadia-CA-91006/20888304_zpid/
148 La Porte St,Arcadia,CA,91006,780000,NA,NA,NA,62,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/148-La-Porte-St-Arcadia-CA-91006/20888305_zpid/
1512 S Santa Anita Ave,Arcadia,CA,91006,2480000,NA,NA,NA,116,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1512-S-Santa-Anita-Ave-Arcadia-CA-91006/20892610_zpid/
238 Barranca Rd,Bradbury,CA,91008,7488888,NA,NA,NA,3,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/238-Barranca-Rd-Bradbury-CA-91008/2093786546_zpid/
315 E Lime Ave,Monrovia,CA,91016,3600000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-E-Lime-Ave-Monrovia-CA-91016/21582411_zpid/
3912 Maple Ave,El Monte,CA,91731,649900,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3912-Maple-Ave-El-Monte-CA-91731/21608105_zpid/
5326 5330 Glickman Ave,Temple City,CA,91780,1200000,NA,NA,NA,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/5326-5330-Glickman-Ave-Temple-City-CA-91780/2093872531_zpid/
316 Melrose Ave,Monrovia,CA,91016,879000,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/316-Melrose-Ave-Monrovia-CA-91016/21576872_zpid/
1033 S Golden West Ave,Arcadia,CA,91007,2488000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1033-S-Golden-West-Ave-Arcadia-CA-91007/2093825890_zpid/
3905 Oakdale St,Pasadena,CA,91107,799000,NA,NA,NA,19,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3905-Oakdale-St-Pasadena-CA-91107/20879276_zpid/
735 W Foothill Blvd,Monrovia,CA,91016,1199000,NA,NA,NA,28,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/735-W-Foothill-Blvd-Monrovia-CA-91016/21577246_zpid/
1033 S Golden West Ave,Arcadia,CA,91007,2488000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1033-S-Golden-West-Ave-Arcadia-CA-91007/2093825890_zpid/
5326 5330 Glickman Ave,Temple City,CA,91780,1200000,NA,NA,NA,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/5326-5330-Glickman-Ave-Temple-City-CA-91780/2093872531_zpid/
3905 Oakdale St,Pasadena,CA,91107,799000,NA,NA,NA,19,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3905-Oakdale-St-Pasadena-CA-91107/20879276_zpid/
735 W Foothill Blvd,Monrovia,CA,91016,1199000,NA,NA,NA,28,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/735-W-Foothill-Blvd-Monrovia-CA-91016/21577246_zpid/
9834 Longden Ave,Temple City,CA,91780,1750000,NA,NA,NA,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9834-Longden-Ave-Temple-City-CA-91780/2129640143_zpid/
5918 Hart Ave,Temple City,CA,91780,1250000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5918-Hart-Ave-Temple-City-CA-91780/20733252_zpid/
150 La Porte St,Arcadia,CA,91006,780000,NA,NA,NA,62,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-La-Porte-St-Arcadia-CA-91006/20888304_zpid/
148 La Porte St,Arcadia,CA,91006,780000,NA,NA,NA,62,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/148-La-Porte-St-Arcadia-CA-91006/20888305_zpid/
10051 Olive St,Temple City,CA,91780,1680000,NA,NA,NA,259,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10051-Olive-St-Temple-City-CA-91780/21617450_zpid/
150 Allen Ave,Glendale,CA,91201,5500000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Allen-Ave-Glendale-CA-91201/2093916758_zpid/
332 Thompson Ave,Glendale,CA,91201,875000,NA,NA,NA,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/332-Thompson-Ave-Glendale-CA-91201/20824956_zpid/
1742 Flower St,Glendale,CA,91201,1325000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1742-Flower-St-Glendale-CA-91201/20824841_zpid/
Davis Ave,Glendale,CA,91201,NA,NA,NA,NA,165,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135773606_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
515 N Lomita St,Burbank,CA,91506,999999,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-N-Lomita-St-Burbank-CA-91506/20052122_zpid/
939 Concord St,Glendale,CA,91202,1130000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/939-Concord-St-Glendale-CA-91202/20830042_zpid/
466 Vine St,Glendale,CA,91204,775000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/466-Vine-St-Glendale-CA-91204/20854393_zpid/
1903 Grismer Ave,Burbank,CA,91504,2500000,NA,NA,NA,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1903-Grismer-Ave-Burbank-CA-91504/2094000893_zpid/
727 E Tujunga Ave,Burbank,CA,91501,2200000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/727-E-Tujunga-Ave-Burbank-CA-91501/2094107753_zpid/
727 E Tujunga Ave # ABCD,Burbank,CA,91501,2200000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/727-E-Tujunga-Ave-ABCD-Burbank-CA-91501/2094111546_zpid/
538 W Harvard St,Glendale,CA,91204,1299000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/538-W-Harvard-St-Glendale-CA-91204/20854131_zpid/
W Doran St,Glendale,CA,91203,NA,NA,NA,NA,550,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121821466_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
939 Concord St,Glendale,CA,91202,1130000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/939-Concord-St-Glendale-CA-91202/20830042_zpid/
466 Vine St,Glendale,CA,91204,775000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/466-Vine-St-Glendale-CA-91204/20854393_zpid/
310 N Cedar St,Glendale,CA,91206,28880000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/310-N-Cedar-St-Glendale-CA-91206/2093951220_zpid/
727 E Tujunga Ave,Burbank,CA,91501,2200000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/727-E-Tujunga-Ave-Burbank-CA-91501/2094107753_zpid/
727 E Tujunga Ave # ABCD,Burbank,CA,91501,2200000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/727-E-Tujunga-Ave-ABCD-Burbank-CA-91501/2094111546_zpid/
222 N Jackson St,Glendale,CA,91206,2800000,NA,NA,NA,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-N-Jackson-St-Glendale-CA-91206/2105401009_zpid/
538 W Harvard St,Glendale,CA,91204,1299000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/538-W-Harvard-St-Glendale-CA-91204/20854131_zpid/
1539 Princess Dr,Glendale,CA,91207,3200000,NA,NA,NA,27,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1539-Princess-Dr-Glendale-CA-91207/20838922_zpid/
416 N Adams St,Glendale,CA,91206,1459000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/416-N-Adams-St-Glendale-CA-91206/20835278_zpid/
W Doran St,Glendale,CA,91203,NA,NA,NA,NA,550,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121821466_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
533 Chester St,Glendale,CA,91203,2198000,NA,NA,NA,119,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/533-Chester-St-Glendale-CA-91203/2104342107_zpid/
500 W Wilson Ave # 105,Glendale,CA,91203,1499999,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/500-W-Wilson-Ave-105-Glendale-CA-91203/2095564938_zpid/
939 Concord St,Glendale,CA,91202,1130000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/939-Concord-St-Glendale-CA-91202/20830042_zpid/
466 Vine St,Glendale,CA,91204,775000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/466-Vine-St-Glendale-CA-91204/20854393_zpid/
310 N Cedar St,Glendale,CA,91206,28880000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/310-N-Cedar-St-Glendale-CA-91206/2093951220_zpid/
222 N Jackson St,Glendale,CA,91206,2800000,NA,NA,NA,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-N-Jackson-St-Glendale-CA-91206/2105401009_zpid/
538 W Harvard St,Glendale,CA,91204,1299000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/538-W-Harvard-St-Glendale-CA-91204/20854131_zpid/
1539 Princess Dr,Glendale,CA,91207,3200000,NA,NA,NA,27,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1539-Princess-Dr-Glendale-CA-91207/20838922_zpid/
416 N Adams St,Glendale,CA,91206,1459000,NA,NA,NA,29,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/416-N-Adams-St-Glendale-CA-91206/20835278_zpid/
1127 E Doran St,Glendale,CA,91206,NA,NA,NA,NA,639,Auction,http://www.zillow.com/homes/for_sale//homedetails/1127-E-Doran-St-Glendale-CA-91206/20835155_zpid/
466 Vine St,Glendale,CA,91204,775000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/466-Vine-St-Glendale-CA-91204/20854393_zpid/
538 W Harvard St,Glendale,CA,91204,1299000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/538-W-Harvard-St-Glendale-CA-91204/20854131_zpid/
W Acacia Ave,Glendale,CA,91204,NA,NA,NA,NA,158,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128635625_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
347 W Windsor Rd,Glendale,CA,91204,968000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/347-W-Windsor-Rd-Glendale-CA-91204/20854532_zpid/
3962 Boyce Ave,Los Angeles,CA,90039,950000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3962-Boyce-Ave-Los-Angeles-CA-90039/20749819_zpid/
N 2914 2916 1/2 Gleneden St,Los Angeles (City),CA,90039,755000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/N-2914-2916-1-2-Gleneden-St-Los-Angeles-%28City%29-CA-90039/2093799142_zpid/
2914 Gleneden St,Los Angeles,CA,90039,755000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2914-Gleneden-St-Los-Angeles-CA-90039/20753688_zpid/
939 Concord St,Glendale,CA,91202,1130000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/939-Concord-St-Glendale-CA-91202/20830042_zpid/
3815 Edenhurst Ave,Los Angeles,CA,90039,799000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3815-Edenhurst-Ave-Los-Angeles-CA-90039/20749975_zpid/
310 N Cedar St,Glendale,CA,91206,28880000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/310-N-Cedar-St-Glendale-CA-91206/2093951220_zpid/
222 N Jackson St,Glendale,CA,91206,2800000,NA,NA,NA,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-N-Jackson-St-Glendale-CA-91206/2105401009_zpid/
512 Griswold St,Glendale,CA,91205,3350000,NA,NA,NA,22,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/512-Griswold-St-Glendale-CA-91205/2094017821_zpid/
